SiteURL,CampaignID,SiteName,Browser,CountryCode,IP
https://www.alojamiento.io,ALOJAMIENTO,alo,Chrome,BD,182.160.106.203
https://www.alojamiento.io/property/bonita-casa-de-campo-t%c3%adpica-mallorquina/BC-12224317,ALOJAMIENTO,alo,Headless Chrome,BD,182.160.106.203
https://www.alojamiento.io,ALOJAMIENTO,alo,Headless Chrome,BD,182.160.106.203
